1306_at,1481_at,1736_at,1898_at,291_s_at,31623_f_at,31740_s_at,31901_at,32249_at,32252_at,32502_at,32566_at,32818_at,32905_s_at,33413_at,33452_at,34454_r_at,34771_at,35280_at,35740_at,36197_at,36203_at,36284_at,36591_at,36622_at,36834_at,37222_at,37467_at,37478_at,38013_at,38028_at,388_at,38957_at,38997_at,39066_at,39157_at,39473_r_at,39704_s_at,39870_at,40445_at,41164_at,41165_g_at,41764_at,41771_g_at,614_at,label
218.4,34.8,10.0,127.3,158.7,37.6,11.1,75.3,70.5,10.0,141.4,100.3,55.6,488.7,10.0,75.9,10.0,246.1,98.6,68.9,92.2,152.9,10.0,493.3,10.0,74.6,322.1,1936.8,20.2,60.3,20.9,153.4,10.0,281.2,39.8,101.3,10.0,1103.6,71.6,174.6,2514.0,1234.6,976.5,203.2,162.5,0
235.9,1107.3,35.5,31.6,10.0,484.8,14.5,76.7,222.8,10.0,32.6,117.9,421.0,97.2,47.2,37.1,10.0,178.2,10.0,191.3,466.4,318.5,10.0,10.0,10.0,17.9,78.8,10.0,10.0,10.0,10.0,57.4,10.0,193.8,20.2,52.6,362.7,2186.6,10.0,51.6,196.5,83.4,663.0,43.8,10.0,0
15.8,285.4,53.9,294.5,954.0,674.5,10.0,134.9,101.1,10.0,51.4,152.8,10.0,152.9,10.0,10.0,10.0,119.3,55.7,32.8,152.2,285.5,10.0,359.9,10.0,10.0,290.5,10.0,45.8,10.0,10.0,127.5,10.0,306.7,10.0,10.0,295.9,1002.9,29.8,328.0,113.5,10.0,1508.1,279.3,5936.8,0
225.8,700.8,16.6,363.1,1365.4,1204.0,10.0,124.0,38.3,10.0,10.0,144.0,22.8,86.4,51.7,19.0,107.4,135.8,133.8,72.2,242.2,192.2,10.0,361.5,10.0,10.0,132.2,10.0,85.9,18.2,10.0,214.8,10.0,418.8,10.0,10.7,60.7,1337.6,10.0,398.7,10.0,10.0,1497.6,254.2,4773.1,0
373.4,30.7,41.6,344.5,1711.7,244.1,10.0,28.8,179.3,10.0,84.1,288.8,426.9,800.2,159.3,818.8,95.2,330.8,72.1,89.8,174.5,148.6,1065.0,462.4,10.0,10.0,31.1,319.7,37.6,253.0,123.6,14.1,10.0,10.0,10.0,84.4,134.2,948.7,10.0,156.6,538.9,287.7,43.3,137.4,10.0,0
419.8,15.0,42.2,30.9,203.3,10.0,141.1,32.9,63.4,10.0,10.0,12.7,266.2,142.3,162.5,498.6,10.0,106.7,63.8,48.2,1897.9,243.7,10.0,295.4,161.8,18.2,172.4,10.0,44.6,139.6,177.0,34.5,16.4,10.0,10.0,10.0,10.0,3511.3,23.5,77.1,431.5,168.9,953.0,482.2,19.5,0
63.8,81.1,10.0,124.3,1378.0,10.0,10.0,91.6,246.0,10.0,90.5,100.8,1009.5,166.3,10.0,119.6,10.0,79.2,92.2,81.9,203.0,45.8,10.0,337.3,39.5,93.3,10.0,10.0,113.1,206.8,206.1,161.6,139.0,131.9,10.0,10.0,10.0,404.9,10.0,40.7,6297.6,3947.6,885.9,265.5,10.0,0
283.5,39.6,10.0,31.4,947.9,10.0,38.3,56.3,68.0,23.7,111.3,22.0,40.7,153.7,173.3,14.5,10.0,53.5,10.0,10.0,139.4,445.3,10.0,348.0,10.0,56.3,32.6,418.0,102.3,220.3,10.0,98.0,32.8,10.0,25.8,102.7,10.0,628.9,10.0,225.0,3192.7,1951.0,1446.2,200.1,10.0,0
574.5,30.5,10.0,20.9,831.0,126.4,141.0,181.4,72.4,10.0,60.5,56.3,52.9,227.4,434.9,22.4,10.0,141.5,10.0,75.5,151.9,399.0,10.0,480.0,10.0,52.4,36.8,747.3,19.3,120.7,10.0,171.8,57.7,10.0,10.0,10.0,10.0,741.0,10.0,311.3,5309.6,3272.7,1995.2,196.1,10.0,0
145.1,397.7,10.0,15.8,129.5,199.3,15.7,149.5,39.9,303.0,10.0,89.9,42.1,284.3,58.2,15.0,10.0,281.8,10.0,28.2,117.0,233.4,10.0,403.4,90.7,10.0,59.0,10.0,395.6,115.3,54.4,158.0,103.7,85.4,10.0,193.2,10.0,1644.8,63.5,98.9,6058.1,4088.4,597.4,146.5,10.0,0
200.1,393.4,10.0,41.5,124.3,824.9,35.6,49.0,24.1,405.4,10.0,22.4,54.9,309.8,158.2,70.3,10.0,348.4,10.0,142.7,125.4,284.1,10.0,503.8,109.8,41.9,83.5,10.0,349.5,85.3,27.9,10.0,70.1,95.7,10.0,89.1,10.0,1619.9,10.0,75.4,9478.8,6964.7,737.8,131.4,10.0,0
335.1,47.0,10.0,65.1,976.3,1892.0,41.8,10.0,124.4,10.3,39.8,113.1,375.9,126.1,10.0,284.6,10.0,47.3,279.3,132.9,219.8,68.9,66.8,450.1,10.0,41.2,186.2,10.0,14.1,186.7,309.0,169.1,94.7,253.7,28.1,10.0,10.0,1259.1,87.7,97.1,3099.8,1715.5,1205.0,203.1,10.0,0
269.0,48.2,26.2,161.5,1098.0,774.8,14.0,100.4,322.1,10.0,124.8,22.8,522.5,313.1,237.0,10.0,10.0,263.2,42.0,36.9,413.5,191.6,23.0,110.3,10.0,27.7,123.9,1563.2,82.4,225.7,71.7,142.6,86.6,120.3,138.8,15.2,10.0,395.1,10.0,375.1,2802.4,1382.0,645.3,245.7,526.4,0
10.0,80.4,23.6,58.1,430.3,160.9,32.3,147.8,231.1,21.4,64.8,96.9,34.1,205.2,246.5,21.0,69.7,229.5,10.0,142.4,41.8,316.2,10.0,52.8,68.7,78.5,83.9,74.1,34.2,98.6,49.9,143.0,10.0,172.3,10.0,44.1,10.0,359.9,10.0,634.1,6970.0,3910.9,2171.4,812.4,10.0,0
10.0,174.3,10.0,44.6,367.6,281.4,10.0,211.5,185.9,10.0,217.1,138.1,28.0,52.4,181.5,21.9,10.0,10.0,10.0,211.5,47.8,401.0,10.0,78.2,62.6,10.0,44.2,63.0,10.0,69.2,22.4,10.0,19.1,135.0,10.0,28.6,10.0,422.4,37.8,446.0,5337.8,2301.2,3104.5,706.1,10.0,0
341.7,343.3,10.0,42.0,250.9,10.0,18.5,63.0,25.5,10.0,10.0,61.1,33.5,255.5,10.0,10.0,10.0,244.5,71.6,48.9,121.5,305.8,10.0,528.2,38.9,46.0,27.7,10.0,10.0,125.8,94.5,148.1,12.2,405.9,10.0,125.5,10.0,1131.9,104.9,305.4,2471.7,1644.1,1879.4,526.2,10.0,0
190.8,20.1,514.7,61.1,64.5,10.0,170.0,10.0,179.1,10.0,61.0,24.3,71.2,1259.1,366.2,15.2,10.0,10.0,10.0,10.0,34.6,69.4,10.0,245.4,22.0,10.0,344.2,1650.9,96.8,263.1,482.5,204.8,24.4,253.3,10.0,11.1,10.0,69.3,53.2,115.8,5058.3,3055.0,1697.0,1218.5,93.4,0
417.9,143.7,10.0,19.9,239.0,10.0,26.1,114.3,21.3,153.0,65.9,53.1,31.1,168.6,329.6,18.4,53.9,321.0,40.9,11.8,32.5,466.8,10.0,513.2,10.0,26.4,62.9,10.0,62.2,40.1,13.2,148.5,10.0,383.2,10.0,19.1,10.0,1282.2,35.3,319.5,1964.1,1213.0,717.0,251.0,1000.4,0
10.0,39.8,10.0,51.0,366.0,210.3,54.1,262.9,220.6,10.0,228.0,10.0,235.1,282.5,371.1,47.6,10.0,12.8,34.3,77.1,221.3,260.2,10.0,209.6,390.8,29.5,109.4,243.6,45.1,265.3,225.6,134.3,15.6,30.2,351.0,10.0,291.4,148.3,19.9,212.8,6100.8,2674.8,1476.1,534.7,108.6,0
144.9,17.8,10.0,30.8,375.8,10.0,101.8,10.0,281.8,10.0,10.0,152.8,49.4,323.2,292.3,49.4,10.0,208.7,15.3,67.0,10.0,1600.1,13.7,279.2,411.0,32.8,65.1,2221.7,16.9,374.0,552.8,10.0,20.8,156.6,10.0,10.0,10.0,631.3,10.0,83.7,1365.7,902.3,205.2,2449.7,10.0,0
10.0,32.8,10.0,33.4,604.3,780.5,10.0,39.6,438.8,10.0,112.5,10.0,1311.7,10.0,418.9,256.5,10.0,90.0,52.1,10.0,2142.4,145.6,114.5,393.5,30.8,101.2,145.8,10.0,10.0,204.9,497.9,89.0,50.9,10.0,10.0,10.0,10.0,159.2,10.0,114.8,1934.5,533.2,815.6,291.9,10.0,0
310.4,96.3,10.0,106.1,503.1,170.4,90.0,87.0,94.6,10.0,110.4,101.8,162.6,384.4,353.1,46.9,10.0,73.4,20.5,98.5,177.7,321.5,10.0,616.1,1276.8,21.4,49.8,10.0,91.0,102.5,42.5,106.5,29.9,13.4,45.0,10.0,10.0,676.2,84.2,72.9,6600.2,4073.1,1882.3,554.8,10.0,0
276.0,29.5,10.0,39.5,468.6,183.7,61.5,19.7,55.2,13.4,151.6,261.0,32.4,404.8,1079.7,10.0,10.0,411.8,46.9,10.0,62.8,1023.1,10.0,201.6,269.4,28.1,332.1,24.7,10.8,258.4,915.9,126.4,10.0,10.0,10.0,10.0,10.0,718.3,26.1,483.5,2277.9,1039.4,500.2,2758.4,10.0,0
265.4,74.5,10.0,23.5,732.9,10.0,168.1,10.0,448.7,10.7,170.7,142.0,17.7,331.8,837.2,43.4,10.0,333.1,69.8,10.0,10.0,1571.5,10.0,268.6,15.6,83.4,174.6,643.2,17.3,591.6,34.4,194.3,53.9,90.7,30.6,79.9,10.0,496.9,76.8,230.2,2419.4,1416.9,577.8,994.6,10.0,0
158.6,195.0,10.0,53.4,256.8,10.0,182.1,10.0,77.4,526.2,55.2,54.7,87.4,58.1,14.2,32.3,134.7,81.0,10.0,50.0,44.1,142.5,10.0,120.2,418.0,42.5,161.6,10.0,234.8,442.0,25.3,145.6,102.6,10.0,10.0,92.6,10.0,445.8,10.0,400.3,525.9,235.4,1001.7,545.0,10.0,0
111.9,211.6,10.0,65.7,255.3,250.5,14.4,10.0,82.4,942.0,147.9,56.6,168.4,215.7,127.4,40.6,829.2,230.2,27.9,10.0,128.0,121.8,10.0,176.8,620.4,10.0,78.5,10.0,316.0,248.4,22.3,10.0,88.7,10.0,10.0,10.0,10.0,362.6,10.0,639.4,1261.7,859.7,951.6,533.7,10.0,0
252.5,69.1,10.0,43.2,790.4,10.0,12.7,56.3,230.0,10.0,60.3,10.0,111.0,248.4,192.5,39.1,10.0,125.9,144.7,92.8,101.4,148.0,56.5,312.6,49.2,91.6,23.7,787.9,92.4,58.4,17.8,139.7,10.0,200.5,10.0,10.0,10.0,2259.0,45.5,151.3,4252.4,2193.9,647.9,216.4,10.0,0
328.9,167.1,10.0,36.9,802.0,370.9,10.0,56.3,166.2,29.7,17.2,114.6,67.9,275.6,240.8,10.0,10.0,328.3,93.7,158.3,90.2,238.4,10.0,599.2,37.5,54.2,10.0,990.6,31.0,41.0,10.0,10.0,10.0,227.0,10.0,14.4,10.0,2581.2,10.0,142.4,4136.4,2212.3,440.2,152.9,10.0,0
232.3,51.2,10.0,38.4,1182.1,125.4,74.4,10.2,246.8,10.0,25.0,10.0,582.3,266.8,34.3,131.6,10.0,29.0,53.9,10.0,231.7,173.7,10.0,206.0,10.0,47.4,10.0,117.5,10.0,36.1,347.7,125.5,18.0,302.8,10.0,68.7,10.0,1417.6,10.0,121.2,2049.6,1172.3,1052.0,227.7,10.0,0
312.6,119.9,100.1,153.5,923.1,188.5,168.9,76.6,243.3,10.0,136.4,10.0,587.5,1074.3,293.4,90.6,10.0,10.0,124.8,87.1,200.6,129.5,201.3,304.1,1017.2,61.9,163.4,333.8,10.0,250.5,175.7,10.0,33.9,273.6,202.9,10.0,666.1,461.5,17.3,87.3,3622.5,2011.9,961.0,408.6,71.7,0
281.3,116.6,80.4,160.9,882.6,353.7,117.0,80.4,242.9,10.0,130.0,54.3,503.4,990.2,258.5,142.9,138.1,16.7,115.3,120.7,171.9,116.5,203.3,274.9,977.5,58.5,179.3,303.9,45.9,262.6,177.5,10.0,13.8,276.1,204.0,10.0,372.6,380.4,56.7,94.4,3308.6,2124.0,904.7,423.6,50.9,0
332.1,27.8,154.5,54.5,969.4,221.8,89.4,10.0,174.3,10.0,213.3,88.0,180.6,1034.2,209.7,87.3,121.0,380.0,39.7,21.0,90.2,117.5,10.0,257.7,56.1,80.7,211.6,10.0,36.5,96.3,436.3,28.3,49.3,213.6,292.7,10.0,256.3,457.3,10.0,83.3,8564.1,4961.8,947.1,332.1,10.0,0
194.9,67.0,10.0,19.9,198.5,10.0,116.5,10.0,10.0,24.5,233.6,76.1,22.3,56.7,661.1,10.0,10.0,575.2,26.5,10.0,10.0,1784.2,10.0,465.6,1502.9,10.0,35.9,420.6,74.0,154.6,27.3,88.3,22.6,70.3,10.0,87.5,403.3,954.1,105.3,259.2,1178.3,397.7,155.2,89.8,10.0,0
18.3,1754.1,10.0,83.3,176.1,1128.4,10.0,112.0,78.1,10.0,130.1,10.0,490.4,10.0,113.8,73.1,10.0,239.8,10.0,78.2,144.7,121.3,10.0,47.8,10.0,83.1,10.0,10.0,55.7,20.0,10.0,105.6,10.9,127.9,10.0,64.9,449.6,476.8,36.3,56.2,5340.3,2635.1,944.0,57.0,10.0,0
340.0,65.8,622.5,25.6,472.5,196.0,111.9,10.0,63.9,10.0,46.9,54.4,232.8,966.3,471.9,315.6,19.7,50.9,10.0,10.0,91.2,268.7,38.1,385.4,10.0,47.6,118.3,206.6,86.7,263.5,169.0,126.0,11.4,350.3,301.8,19.9,10.0,514.9,27.0,248.5,1672.0,903.6,529.1,752.1,10.0,0
247.4,38.2,10.0,47.6,911.4,786.3,10.0,70.4,179.8,10.0,71.9,245.7,1868.7,225.1,159.3,156.9,10.0,105.9,102.3,39.6,125.9,135.7,10.0,326.4,79.0,28.4,180.6,10.0,82.5,120.6,578.0,196.1,199.6,211.2,33.6,10.0,166.5,313.9,36.2,145.9,667.5,302.2,1036.2,573.6,10.0,0
217.4,17.8,57.0,31.5,874.5,10.0,95.1,109.9,100.6,19.6,125.7,33.2,149.5,1113.3,462.4,69.0,10.0,34.7,10.0,13.3,83.3,194.6,10.0,141.9,10.4,65.5,20.6,215.9,10.0,492.2,152.7,138.5,29.5,279.5,607.9,39.3,24.0,178.8,91.9,161.7,3222.0,1823.6,666.7,856.0,10.0,0
312.9,41.2,106.7,55.8,851.3,542.3,139.7,40.2,93.1,228.2,131.4,126.3,393.0,656.6,336.2,30.9,10.0,128.6,35.7,59.2,54.4,271.4,10.0,568.9,29.6,124.0,119.4,496.6,10.0,221.4,515.9,199.2,30.0,161.6,385.7,10.0,135.3,681.7,40.5,168.4,1786.7,977.3,664.5,618.3,10.0,0
218.3,45.5,45.5,58.9,721.2,1697.8,10.0,110.5,77.0,10.0,66.4,34.8,70.6,2178.5,321.1,33.7,10.0,18.1,36.8,15.0,10.0,495.0,10.0,232.5,37.0,89.7,122.7,259.0,54.1,183.8,256.0,122.3,18.0,194.2,1088.2,12.7,10.0,439.9,10.0,126.1,1512.1,1101.9,958.9,589.1,48.8,0
276.5,55.6,10.0,44.6,990.5,10.0,140.6,10.0,71.6,10.0,52.4,32.7,66.3,87.8,475.8,20.4,10.0,403.6,10.0,27.7,61.3,233.3,10.0,136.7,321.5,10.0,54.0,56.1,78.2,508.6,282.5,115.9,10.0,299.8,10.0,10.0,10.0,399.9,10.0,275.3,2006.5,1231.3,1277.6,495.8,10.0,0
642.5,640.4,10.0,214.1,1196.9,293.2,111.3,70.1,44.4,10.0,10.0,49.3,36.8,119.2,131.4,25.0,10.0,556.3,22.1,10.0,57.8,400.0,10.0,144.7,10.0,41.4,64.3,555.8,51.4,119.7,17.4,45.5,13.2,78.8,11.0,64.4,10.0,1520.6,10.0,307.4,1233.3,605.0,670.1,276.5,10.0,0
216.8,10.0,10.0,54.7,461.4,64.7,96.5,10.0,135.7,19.0,91.2,154.4,41.6,210.3,246.2,29.7,10.0,278.8,122.9,14.2,143.6,2821.0,79.5,41.4,212.4,124.5,286.8,1277.2,92.0,594.3,421.0,44.0,18.1,191.8,31.7,31.7,660.4,771.1,75.0,155.3,1918.9,1092.5,654.1,406.1,10.0,0
93.9,142.2,10.0,43.0,327.0,276.6,10.0,10.0,125.2,21.0,86.7,10.0,160.6,163.1,514.8,48.1,10.0,279.9,30.0,28.2,10.0,1539.2,10.0,10.0,10.0,114.0,19.9,451.0,63.3,303.8,10.0,10.0,11.6,114.9,10.0,123.9,1086.4,1153.9,17.0,116.3,16000.0,12620.0,31.6,153.1,10.0,0
127.1,10.0,28.2,148.4,260.7,646.7,10.0,38.0,591.2,23.7,106.4,282.7,595.4,1077.8,282.0,255.1,10.0,45.5,50.0,494.5,282.3,1011.0,10.0,144.6,87.5,611.9,142.7,2594.8,62.6,153.7,127.6,103.1,62.1,175.5,1162.4,10.0,447.9,151.9,10.0,121.0,6252.5,2848.6,107.7,194.8,201.4,0
603.5,63.1,10.0,139.2,1967.8,207.6,128.3,48.0,122.5,10.0,154.1,129.6,10.0,143.4,244.5,10.0,10.0,646.3,17.6,10.0,45.9,141.5,10.0,416.9,49.3,10.0,10.0,54.2,21.4,132.6,23.5,10.0,27.7,521.0,10.0,10.0,527.6,995.7,28.8,377.9,761.8,449.3,803.2,249.6,10.0,0
357.0,66.7,10.0,417.4,402.9,219.6,10.0,92.9,137.0,10.0,63.1,102.8,84.3,1068.0,862.3,106.7,10.0,285.2,31.4,63.7,134.7,76.0,626.8,141.9,10.0,93.7,172.2,155.7,64.2,320.9,25.0,10.0,10.0,339.1,10.0,10.0,572.5,546.2,10.0,317.4,16000.0,10977.0,340.5,115.3,10.0,0
247.5,33.9,10.0,480.2,372.6,179.7,10.0,113.8,70.8,10.0,124.3,137.7,29.9,1302.0,1403.8,107.1,21.1,334.3,49.3,61.2,65.6,51.0,784.3,155.8,10.0,44.4,143.9,278.1,75.3,253.2,17.3,11.1,10.0,369.5,10.0,10.0,10.0,644.5,32.2,310.3,11206.0,7685.7,344.5,223.5,10.0,0
213.1,121.7,105.8,41.0,451.0,227.6,30.7,47.1,52.1,10.0,38.0,10.0,78.7,40.3,557.0,11.0,10.0,231.9,10.0,97.7,56.1,862.4,10.0,257.5,49.8,44.5,183.6,74.2,21.8,48.4,142.1,28.1,59.8,310.2,10.0,10.0,668.7,786.3,10.0,301.7,2899.4,1729.4,655.0,178.1,10.0,0
498.3,199.4,10.0,16.8,738.4,343.0,10.0,97.5,25.2,11.9,10.0,10.0,48.9,157.1,115.9,10.0,10.0,291.1,27.5,10.0,90.7,368.8,10.0,216.2,42.6,10.0,101.1,10.0,10.0,151.4,40.0,107.7,12.3,204.8,10.0,145.6,10.0,1571.4,43.4,221.1,3487.0,2254.8,743.6,252.4,10.0,0
351.3,755.6,10.0,211.2,156.4,213.3,10.0,74.9,42.4,10.0,280.0,107.4,17.3,88.1,176.5,64.2,28.2,482.3,67.6,101.5,90.1,340.5,10.0,290.0,10.0,28.8,10.0,10.0,71.8,28.1,18.0,26.1,10.0,367.5,10.0,206.7,742.9,1250.7,10.0,515.4,2460.5,1358.6,769.2,139.1,10.0,0
263.0,562.9,10.0,211.7,188.3,15.6,204.9,53.9,14.1,10.0,346.3,49.3,10.0,77.4,271.7,16.4,10.0,749.3,10.0,10.0,74.4,263.2,10.0,143.7,10.0,46.8,10.0,10.0,113.4,19.6,29.7,88.6,10.0,372.8,10.0,10.0,10.0,1616.2,10.0,284.1,2278.6,1379.0,605.2,229.1,10.0,0
113.5,316.6,10.0,25.7,397.2,60.8,116.8,101.8,77.2,36.6,86.6,71.6,64.0,140.7,60.0,10.0,49.1,64.3,10.0,46.7,105.7,881.6,10.0,134.5,1679.7,97.9,109.1,466.8,29.9,346.3,150.6,210.0,17.7,95.4,54.2,10.0,380.8,703.9,10.0,237.0,1651.9,893.2,975.6,1409.3,1016.2,0
163.5,63.3,34.8,10.0,612.0,134.7,92.4,100.4,110.4,10.0,10.0,88.3,616.5,187.6,49.0,28.7,10.0,194.2,70.8,112.7,89.8,221.5,10.0,265.3,10.0,140.6,171.8,518.6,13.4,166.9,525.9,150.1,22.4,399.8,212.2,14.9,10.0,609.2,62.7,68.0,4124.4,2642.7,713.0,155.8,10.0,0
280.8,321.1,10.0,73.3,327.4,10.0,123.7,75.8,106.8,10.8,15.3,10.0,226.6,265.4,64.7,32.9,33.5,48.9,10.0,35.9,43.2,1695.1,14.4,76.6,355.1,92.0,152.5,314.3,43.2,209.0,497.5,153.8,39.3,139.9,10.0,10.0,10.0,409.2,56.6,141.9,2587.4,1573.0,1279.2,579.0,10.0,0
334.5,21.6,12.9,10.0,625.4,10.0,60.8,39.0,179.3,16.3,34.3,43.7,27.8,181.0,238.5,12.6,10.0,86.7,10.0,10.0,73.2,1552.3,10.0,96.9,10.0,105.0,10.0,208.2,65.3,350.7,846.9,98.8,10.0,53.0,344.9,10.0,83.0,214.1,33.9,190.8,4260.8,2548.0,1086.0,683.9,10.0,0
262.6,248.1,10.0,111.2,602.4,115.2,146.0,120.0,125.2,10.0,10.0,10.0,214.2,1630.5,10.0,28.7,10.0,35.9,10.0,102.4,195.3,188.1,10.0,212.5,184.7,190.8,125.6,45.6,97.3,158.9,145.7,161.6,56.3,94.3,356.1,10.0,10.0,302.2,78.9,100.0,2940.6,1632.8,1369.9,322.6,16.7,0
116.4,268.2,10.0,27.4,476.0,10.0,166.7,10.0,18.0,10.0,147.5,218.9,62.6,52.1,538.1,10.0,10.0,189.6,17.2,10.0,13.4,448.1,10.0,10.0,254.4,45.1,123.0,1500.8,10.0,512.0,10.0,207.0,25.2,10.0,10.0,52.8,255.3,1879.5,10.1,101.9,4103.1,2146.9,215.9,326.5,10.0,0
236.8,19.9,137.4,24.7,122.9,523.5,49.2,69.8,96.5,10.0,172.1,474.3,1839.9,1902.6,181.8,43.8,118.2,10.8,10.0,110.8,73.2,164.1,10.0,296.4,10.0,10.0,60.2,10.0,17.5,165.0,229.1,204.5,147.6,244.0,10.0,10.0,10.0,230.6,51.4,63.5,233.5,56.4,674.2,384.8,10.0,0
286.4,167.4,10.0,19.8,280.6,262.6,118.5,14.3,74.8,10.0,29.8,70.7,458.2,93.3,465.0,55.7,32.1,130.9,70.5,68.3,114.6,2721.9,10.0,280.7,1877.7,72.3,125.8,48.1,30.3,266.6,233.0,146.6,105.1,445.5,10.0,22.9,10.0,902.6,46.2,183.6,1165.4,567.9,544.4,686.3,10.0,0
355.3,116.6,10.0,15.0,957.7,267.8,87.7,261.2,62.4,10.0,76.6,59.0,263.3,829.7,408.3,713.1,10.0,464.6,32.6,36.2,390.7,195.6,10.0,237.1,1078.6,41.2,190.7,304.2,32.0,251.4,417.2,123.5,10.0,829.5,499.4,10.0,10.0,1724.2,29.3,106.3,307.9,76.0,1930.8,502.2,18.9,0
268.2,53.6,10.0,218.2,359.7,10.0,212.9,10.0,40.9,29.0,266.8,41.5,10.0,311.8,10.0,37.4,10.0,222.0,40.4,10.0,10.0,538.5,10.0,184.0,10.0,58.4,195.8,10.0,157.7,26.1,23.9,265.0,10.0,35.1,10.0,10.0,10.0,799.1,126.1,539.4,10.0,10.0,10.0,929.5,10.0,0
242.9,116.7,10.0,145.5,261.6,197.9,36.2,158.5,47.2,12.7,227.4,102.0,77.5,316.4,392.7,20.5,339.3,154.4,83.9,10.0,83.3,320.5,10.0,257.2,10.0,14.7,98.7,10.0,10.0,85.8,200.0,196.3,10.0,10.0,30.7,10.0,45.9,1012.9,10.0,358.3,610.5,331.1,1066.0,375.6,12.1,0
