label,39542_at,34690_at,41016_at,34922_at,35182_f_at,38701_at,1039_s_at,1606_at,598_at,33242_at,234_s_at,39591_s_at,39345_at,1427_g_at,31814_i_at,38440_s_at,31342_at,1470_at,1321_s_at,40388_at,1336_s_at,120_at,33441_at,33226_at,1814_at,31773_at,769_s_at,38784_g_at,34281_at,37053_at,32646_at,33580_r_at,661_at,31870_at,1602_at,824_at,39395_at,37918_at,31386_at,925_at,918_at,38115_at,37701_at,38403_at,33825_at,31719_at,33993_at,40483_at,40544_g_at,40476_s_at,33466_at,33352_at,35773_i_at,35151_at,33272_at,34847_s_at,40163_r_at,1747_at,33782_r_at,39721_at,36134_at,2036_s_at,38118_at,32307_s_at,286_at,36753_at,39754_at,40462_at,503_at,37062_at,37402_at,34362_at,41202_s_at,31886_at,330_s_at,36119_at,38967_at,1124_at,39054_at,34443_at,1649_at,1517_at,36881_at,36925_at,41193_at,32321_at,38790_at,1237_at,375_at,1346_at,39572_at,34715_at,40044_at,39829_at,39008_at,38516_at,34674_at,31590_g_at,AFFX-HUMISGF3A/M97935_MA_at,841_at,31834_r_at,166_at,1603_g_at,41275_at,41098_at,36197_at,34768_at,41689_at,1708_at,32109_at,37393_at,35704_at,39364_s_at,36148_at,36993_at,39649_at,38656_s_at,32287_s_at,1704_at,36861_at,39588_at,37588_s_at,40078_at,32849_at,32531_at,311_s_at,38004_at,232_at,424_s_at,33936_at,32680_at,32522_f_at,34666_at,35669_at,184_at,35231_at,2020_at,35714_at,41356_at,31720_s_at,40766_at,33293_at,33131_at,AFFX-M27830_5_at,36617_at,39002_at,915_at,34526_s_at,1988_at,33327_at,37403_at,39268_at,1052_s_at,1558_g_at,37410_at,39356_at,1890_at,38604_at,39696_at,37841_at,41475_at,33942_s_at,36979_at,35917_at,40145_at,37960_at,31330_at,36180_s_at,35297_at,41779_at,37716_at,39166_s_at,36091_at,36921_at,32393_s_at,33303_at,31745_at,37849_at,38407_r_at,38397_at,35185_at,36764_at,31858_at,39341_at,32566_at,614_at,35663_at,37351_at,36703_at,37852_at,39850_at,1942_s_at,1566_at,36040_at,2009_at,34889_at,38121_at,33103_s_at,38248_at,41055_at,1586_at,39242_at,41401_at,35352_at,479_at,41123_s_at,37051_at,38774_at,38391_at,31528_f_at,36927_at,35909_at,37140_s_at,39540_at,1537_at,41734_at,36766_at,33206_at,37782_at,37326_at,33235_at,32030_at,32062_at,39051_at,1709_g_at,39693_at,31996_at,33813_at,32749_s_at,33412_at,1751_g_at,36073_at,40232_at,1562_g_at,2089_s_at,41430_at,40512_at,36101_s_at,38743_f_at,33133_at,32647_at,38286_at,35903_at,41871_at,37099_at,35422_at,38313_at,33829_at,38833_at,40542_at,38370_at,1650_g_at,33033_at,32245_at,32314_g_at,38116_at,1786_at,34316_at,33883_at,40768_s_at,1091_at,32093_at,33901_at,32138_at,37640_at,39038_at,41870_at,32184_at,39388_at,36736_f_at,38545_at,32174_at,34767_at,35649_at,34086_at,1737_s_at,32718_at,280_g_at,37259_at,36834_at,33854_at,755_at,34088_at,36899_at,37360_at,37200_at,32745_at,36115_at,39611_at,35242_at,39775_at,38752_r_at
1,328.26,88.68,281.28,10.0,38.56,94.11,194.13,21.02,103.64,28.68,1207.9,25.34,609.46,45.04,40.3,110.67,47.47,216.75,19.35,146.45,15.87,95.29,129.47,68.49,87.15,23.88,1332.5,49.98,10.0,146.45,185.29,65.08,36.96,138.03,30.97,53.88,566.45,105.38,94.94,393.48,35.85,82.9,58.4,32.71,460.79,683.8,13.02,434.96,233.32,42.67,61.53,82.76,79.28,122.64,10.0,33.76,34.04,27.91,189.54,65.5,122.44,52.83,242.85,140.39,72.18,59.72,37.31,10.0,372.53,10.0,196.29,98.56,74.69,20.6,34.04,74.34,28.26,25.55,78.58,63.9,91.18,15.52,49.42,113.46,63.83,384.71,41.9,10.0,22.9,1398.9,40.72,83.6,57.84,97.8,10.0,43.09,10.0,55.48,55.62,206.31,152.51,44.62,61.67,69.05,142.69,327.01,175.96,48.59,62.3,13.99,53.18,44.69,12.25,389.23,135.03,130.09,348.1,43.29,46.36,43.92,43.16,67.52,65.22,19.98,61.39,723.41,12.81,171.23,176.1,46.84,36.89,30.35,75.87,110.74,121.18,62.37,217.03,63.06,15.38,993.2,724.66,137.82,360.63,10.0,316.15,52.97,37.03,10.0,91.39,86.66,65.15,10.0,322.62,31.95,100.37,26.1,38.77,18.03,35.85,114.08,48.72,260.32,84.08,320.32,74.13,27.49,1141.9,15.04,206.8,37.1,106.08,494.55,141.37,90.56,55.34,61.95,10.0,121.88,245.08,49.07,461.07,19.98,63.62,147.84,180.07,10.0,10.0,77.12,50.53,10.0,33.41,1938.7,79.91,81.3,20.33,96.54,73.85,85.13,55.13,38.42,414.99,25.27,172.83,138.79,75.38,20.6,105.1,41.35,125.01,34.39,92.23,76.5,36.89,10.0,444.71,50.33,43.99,94.04,17.4,114.99,16.71,10.0,31.88,10.0,49.63,59.79,21.23,155.29,1102.4,604.1,35.64,51.16,22.83,40.79,48.17,46.15,36.54,190.72,136.08,41.0,33.83,152.44,88.54,237.63,191.9,119.72,41.55,54.57,859.83,27.49,37.38,144.92,80.74,68.0,51.3,22.07,55.62,35.71,17.82,17.89,174.85,16.08,114.36,100.72,23.11,26.03,243.34,108.93,37.94,43.92,126.89,110.74,39.61,91.67,24.85,236.73,107.4,38.0,10.0,10.0,55.75,31.25,10.0,219.54,149.65,168.44,34.11,26.24,18.17,23.67,575.98,653.52
1,1496.6,168.27,127.67,10.0,69.59,10.0,152.57,13.92,10.0,32.55,2005.0,10.0,61.85,10.0,129.45,120.97,61.53,211.49,10.0,16.74,42.17,34.11,16.85,116.37,10.0,84.97,406.86,10.0,100.25,72.42,497.69,63.62,92.51,10.0,42.07,24.49,237.13,13.5,70.32,52.01,104.75,102.97,28.05,10.0,170.36,350.25,53.89,933.12,565.09,82.15,134.16,99.2,10.0,70.43,10.0,55.99,183.55,10.0,10.0,10.0,102.55,10.0,514.44,17.79,75.14,10.0,10.0,63.73,272.08,34.22,10.0,10.0,201.55,130.81,57.56,20.2,42.49,103.39,199.66,280.45,74.61,40.81,10.0,10.0,208.24,35.16,72.1,10.0,36.1,958.45,20.41,255.13,95.33,86.23,15.8,62.47,14.76,34.32,60.38,588.94,68.33,39.35,80.79,142.95,34.85,13.29,118.46,345.02,118.67,46.99,11.41,27.63,11.09,189.72,77.54,83.51,67.18,197.36,35.37,10.0,10.0,10.0,10.0,65.19,18.73,373.69,142.21,82.04,532.85,21.56,34.32,93.34,10.0,72.62,42.28,90.52,463.89,38.82,32.55,550.85,483.99,114.27,729.27,10.0,90.83,122.12,13.71,10.0,229.49,61.85,10.0,10.0,192.65,31.6,109.04,11.09,15.28,28.46,37.25,225.2,53.47,379.03,27.52,299.08,79.11,10.0,2723.1,111.03,250.21,44.37,88.22,50.75,10.0,36.63,107.16,21.87,20.51,33.17,31.08,14.23,1711.5,17.79,65.93,13.6,70.43,10.0,57.24,10.0,23.13,11.72,11.62,377.67,60.8,118.77,10.0,114.8,47.4,45.0,29.62,181.35,109.25,92.82,58.81,250.84,11.2,10.0,10.0,38.61,19.57,23.34,14.96,402.05,111.87,10.0,10.0,11.93,10.0,336.12,27.73,16.22,42.8,38.61,34.22,88.32,85.29,10.0,88.11,31.39,427.9,148.6,20.51,10.0,37.36,32.55,577.54,43.64,57.03,14.55,332.04,10.0,44.89,79.01,134.68,27.94,10.0,224.05,81.0,48.77,61.95,49.18,21.56,24.38,107.78,54.63,15.17,59.96,10.0,88.43,10.0,88.53,349.1,41.75,10.88,260.46,28.05,10.0,10.0,10.0,55.99,37.15,10.0,187.73,55.88,10.0,31.92,120.76,20.2,90.41,24.28,10.0,29.72,26.27,86.23,275.11,220.8,13.6,33.7,53.47,49.18,54.1,197.68,950.08
1,628.43,84.68,132.47,10.0,71.26,10.0,148.75,102.78,10.0,25.02,965.34,10.0,312.83,32.99,51.35,84.42,60.96,162.43,63.55,66.76,12.3,11.0,111.35,61.91,18.62,62.77,1627.1,79.31,30.48,18.01,31.52,88.58,137.24,84.25,28.83,23.55,191.01,58.19,24.33,183.47,27.01,85.29,28.75,29.01,561.85,493.88,66.24,617.0,295.43,56.45,70.83,37.58,89.1,101.39,10.0,46.24,14.72,43.12,204.25,24.07,55.59,42.34,120.01,20.17,93.34,24.42,41.56,134.47,482.36,10.0,21.21,20.43,223.91,19.14,14.11,23.64,40.78,53.77,256.38,10.0,124.16,85.46,62.08,19.57,102.52,174.56,26.15,14.37,38.96,2866.5,51.52,102.86,51.09,114.64,24.59,34.98,10.0,48.49,158.62,159.32,81.56,10.0,55.16,126.59,21.47,362.36,176.11,24.85,37.92,163.73,144.51,46.24,20.78,137.32,87.88,18.88,14.72,10.0,35.67,10.0,33.51,10.0,11.0,37.66,252.14,437.6,50.39,97.41,288.15,27.97,59.92,31.43,95.33,81.3,10.22,10.0,263.74,37.49,10.0,589.12,371.88,143.9,151.44,10.0,117.5,79.57,183.13,10.0,138.45,10.0,50.13,223.65,398.98,11.0,107.45,12.21,22.6,11.08,29.7,123.82,10.0,122.86,54.12,278.63,73.6,18.79,1510.8,61.39,185.21,99.14,30.31,370.5,61.74,33.77,50.83,10.13,10.0,155.51,10.0,24.5,1690.3,10.0,42.25,229.88,166.5,10.0,12.73,43.38,68.66,10.0,55.76,180.62,10.0,39.22,10.56,25.28,93.08,44.51,52.47,22.17,220.45,10.0,195.51,182.43,13.42,10.0,93.34,63.9,113.6,10.0,335.6,279.93,49.01,10.0,2057.1,37.32,31.43,123.04,10.65,178.02,10.0,59.92,203.13,10.0,35.5,48.75,10.0,89.7,1181.5,546.78,174.99,10.0,71.0,14.55,14.63,43.64,24.24,43.99,146.76,53.51,31.43,69.79,103.56,218.28,67.8,84.16,30.82,55.76,630.86,10.3,10.0,169.19,71.43,81.04,13.33,62.43,70.74,57.32,19.83,46.76,11.86,15.67,54.72,237.59,12.38,135.33,150.14,174.38,38.36,40.35,38.18,17.4,45.02,41.04,38.36,80.96,67.62,39.66,10.0,237.85,28.57,10.0,113.86,64.77,305.04,89.18,32.21,10.0,10.0,11.86,754.41,819.87
1,234.19,110.25,813.13,10.0,39.29,42.11,343.81,55.49,10.0,23.2,337.54,10.0,298.46,20.69,30.31,68.87,32.4,81.09,10.0,25.08,14.0,29.16,35.74,87.05,10.0,85.48,503.7,56.12,10.0,47.34,391.57,121.01,86.01,26.13,28.32,29.99,182.56,27.28,54.65,76.91,31.77,96.98,84.12,11.29,258.54,497.32,74.72,506.94,264.81,26.54,76.7,130.21,33.75,105.02,10.0,21.01,136.17,17.77,185.28,99.17,98.23,18.29,64.9,27.59,150.8,12.44,16.51,14.11,189.04,10.0,10.0,76.6,1410.8,26.65,16.51,57.89,43.79,20.27,60.4,100.74,129.48,49.74,63.96,10.0,24.66,142.85,11.18,10.0,35.01,840.82,47.86,13.9,23.51,105.23,15.05,94.89,10.0,99.59,24.56,304.62,67.09,18.81,46.4,25.29,434.94,10.0,94.37,28.01,61.55,49.01,43.79,21.95,149.33,332.32,142.02,36.47,10.0,209.0,44.94,10.0,10.56,10.0,10.0,20.48,130.94,344.65,10.0,36.16,121.12,10.0,41.07,38.56,12.23,15.99,12.33,22.47,215.38,18.6,16.83,526.9,263.97,146.93,514.67,10.0,1069.4,118.92,29.05,65.1,98.44,10.0,10.0,10.0,267.63,10.0,104.61,10.0,10.0,11.7,14.21,138.57,10.0,277.45,166.26,310.89,48.38,10.0,1502.8,45.15,159.36,13.48,45.46,189.46,18.29,10.0,68.55,33.13,83.92,176.5,182.46,19.96,353.74,10.0,20.69,27.48,135.85,10.0,10.0,51.42,94.16,10.0,13.06,1738.7,33.13,38.88,10.0,70.54,38.98,153.3,69.7,10.0,205.87,10.0,21.74,52.67,37.41,10.0,129.48,57.89,17.77,39.82,153.51,118.71,10.0,10.0,274.0,10.0,14.11,224.78,14.74,59.88,10.0,27.8,27.8,10.0,42.43,10.0,68.97,50.89,594.51,77.96,293.13,82.66,67.93,25.29,28.95,44.62,66.67,94.57,137.11,26.23,25.39,283.62,184.65,25.81,20.06,85.59,59.78,39.61,309.64,38.46,22.89,173.68,120.39,53.19,10.0,10.0,36.58,63.54,25.81,30.72,10.0,10.0,13.48,76.08,13.38,10.0,10.0,30.83,181.62,34.59,35.22,280.17,55.7,14.63,10.0,72.32,36.16,31.25,10.0,10.0,53.3,59.67,130.63,72.21,149.12,59.04,38.04,27.28,10.0,13.59,86.32,851.37
1,472.32,81.6,160.95,10.0,23.2,124.53,157.37,145.37,10.0,36.76,463.47,16.7,705.24,87.76,10.0,224.62,12.78,254.77,10.0,162.07,27.91,32.62,273.49,60.86,97.29,71.62,1827.4,64.11,72.74,41.14,136.74,12.22,63.22,196.93,67.92,33.51,161.29,168.46,71.29,450.13,41.02,212.4,41.92,65.01,1546.3,447.33,37.66,267.88,272.03,41.14,16.25,67.59,77.23,191.78,99.2,43.83,10.0,37.89,26.9,30.04,74.42,39.68,211.39,91.35,98.07,134.84,93.48,10.0,712.19,10.0,32.17,107.26,442.51,10.0,23.65,21.3,93.14,58.06,148.51,43.04,178.44,10.0,102.11,162.41,43.15,317.2,98.97,10.0,100.54,3699.5,20.96,11.77,36.09,151.09,41.81,60.53,102.89,333.0,36.09,30.15,239.86,73.08,77.9,36.65,312.27,878.18,169.81,31.83,114.77,284.92,134.17,78.46,19.62,445.42,73.19,173.62,42.93,10.0,22.53,15.13,48.42,82.16,23.87,20.85,804.54,339.39,18.49,97.29,54.92,37.77,55.82,10.0,279.88,74.65,80.48,64.56,127.66,76.33,19.73,462.24,957.09,129.01,147.28,12.55,148.51,10.0,68.93,10.0,10.0,52.57,159.94,10.0,557.4,25.22,20.85,26.56,55.37,24.66,66.69,107.83,10.0,297.02,78.35,571.07,29.25,10.0,1593.5,50.77,258.24,68.93,90.45,202.42,244.68,138.31,46.85,54.59,86.87,170.14,910.57,37.44,460.33,10.0,59.41,457.53,138.87,10.0,26.23,154.0,33.4,10.0,52.57,373.91,23.87,318.66,27.8,113.54,64.11,217.11,102.22,41.25,263.06,50.55,327.51,274.38,47.75,65.46,305.09,98.19,256.56,10.65,129.68,13.67,103.01,28.36,375.6,68.71,74.65,194.35,32.84,161.4,59.41,16.25,189.76,10.0,89.22,51.56,10.0,119.48,1015.7,1039.8,10.0,87.09,44.39,39.23,10.0,87.54,167.45,10.0,174.07,38.22,56.04,242.1,137.19,415.05,296.91,25.78,81.71,150.31,1162.4,59.07,80.14,352.95,64.56,35.64,19.73,35.31,48.65,22.75,29.14,10.0,236.5,14.57,54.47,125.2,41.81,26.12,276.29,106.03,110.74,37.44,57.95,152.32,36.76,249.84,19.62,81.37,81.04,10.0,29.48,105.81,80.03,43.83,94.38,140.55,59.29,281.44,100.99,51.11,64.45,39.9,1934.1,1050.9
1,1039.2,44.93,97.34,25.56,38.58,91.64,24.09,31.9,119.8,22.46,579.16,25.56,400.6,29.63,76.18,52.74,50.79,122.25,10.0,320.83,106.46,22.95,10.0,10.0,45.58,66.9,909.11,61.37,401.74,80.74,153.82,13.35,23.11,187.03,17.25,74.72,453.82,63.0,89.53,264.84,164.57,55.34,51.28,31.42,439.5,93.43,17.25,391.32,208.52,40.04,55.51,153.34,10.0,92.13,29.79,101.57,10.0,10.0,122.25,49.97,204.94,10.0,165.38,20.02,195.66,81.06,39.56,10.0,234.4,127.62,275.91,137.87,90.02,10.0,87.25,17.91,54.86,80.25,196.47,46.88,64.95,20.67,10.0,139.83,30.6,310.42,102.55,10.0,96.04,1748.9,12.05,33.21,10.0,11.07,31.74,184.1,70.32,213.56,56.81,67.23,22.95,128.43,46.23,35.32,168.64,361.37,24.74,127.45,121.76,231.14,26.37,154.31,83.34,1017.0,31.25,202.5,19.37,45.58,37.93,10.0,55.51,228.87,10.0,12.7,140.97,103.2,10.0,57.46,168.8,31.25,51.11,29.95,100.76,172.22,60.88,63.48,200.05,76.99,50.62,200.22,199.24,331.74,75.69,81.71,215.84,10.0,53.39,69.83,19.05,224.96,10.0,10.0,261.75,54.53,65.11,21.49,26.7,77.48,19.21,35.81,25.88,816.82,113.62,1371.1,20.51,10.0,679.11,50.3,171.57,19.7,95.71,117.85,37.76,76.99,10.0,16.44,128.27,170.59,1373.7,35.81,486.38,36.79,50.95,46.72,63.97,10.0,38.74,11.07,79.6,10.0,45.09,176.78,107.11,66.41,41.35,114.11,10.0,96.85,115.73,62.83,199.4,118.18,28.32,279.0,25.56,409.55,77.48,42.32,106.78,86.27,76.67,10.0,10.0,65.44,179.71,55.02,29.14,207.54,109.87,97.18,67.23,31.58,10.0,262.72,57.62,46.88,46.88,127.13,466.03,279.98,13.35,108.9,15.46,32.39,110.36,74.23,179.71,10.0,13.02,10.0,37.6,175.96,202.98,58.11,97.67,140.64,342.16,107.27,667.23,55.83,51.44,10.0,184.75,10.0,28.0,10.0,64.3,22.63,10.0,10.0,338.9,101.41,73.09,571.19,56.81,10.0,10.0,35.65,153.17,35.49,57.95,281.12,48.67,10.0,46.72,73.09,10.0,10.0,95.88,36.63,37.6,41.02,10.0,157.73,468.8,120.78,27.67,48.02,76.83,65.44,772.05,661.53
0,58.7,14.5,365.1,10.0,10.0,23.1,10.0,10.0,10.0,12.2,187.1,10.0,33.4,10.0,10.0,11.4,11.4,44.9,10.0,19.3,19.0,19.2,14.7,61.6,10.2,10.0,266.4,32.7,10.0,25.0,112.0,10.0,10.0,10.0,11.2,10.0,131.8,10.0,10.0,44.0,21.6,10.0,10.0,10.0,62.4,86.5,10.2,113.8,248.7,14.5,12.9,15.0,10.0,10.0,10.0,18.8,10.0,10.0,26.1,10.0,73.0,10.0,67.5,11.0,25.1,10.0,10.0,10.0,27.5,10.0,14.8,10.0,10.0,10.0,10.0,16.0,10.0,47.1,10.0,26.5,11.7,49.6,10.0,10.0,13.8,40.7,10.0,10.0,28.7,274.3,60.1,10.0,13.4,21.7,13.1,10.0,10.0,17.7,19.9,99.6,12.2,10.0,13.7,12.8,57.4,10.0,10.0,17.1,26.7,10.0,10.0,10.0,30.6,116.9,10.0,10.0,10.0,30.3,36.2,10.0,10.0,38.5,17.6,10.0,10.0,71.8,10.0,13.3,10.0,10.0,41.3,10.0,10.0,13.6,13.9,10.0,268.5,10.0,10.0,137.9,10.0,104.4,82.8,82.6,325.7,10.0,18.8,28.5,67.7,10.0,10.0,10.0,44.1,13.2,16.4,10.0,34.3,10.7,10.2,46.0,10.0,155.9,17.6,314.3,10.0,10.0,108.4,22.4,32.3,10.0,10.0,49.3,10.0,10.0,16.1,11.0,81.9,111.3,16.7,10.0,28.8,10.0,10.0,32.5,14.3,10.0,10.0,54.5,31.0,10.0,25.3,35.9,21.3,13.8,10.0,10.0,10.0,17.7,19.2,15.3,67.8,10.0,12.6,74.9,15.7,10.0,17.0,17.7,10.0,14.9,10.0,39.7,17.8,10.0,233.8,10.0,10.0,71.1,10.0,10.0,10.0,10.0,53.2,10.0,23.5,10.0,12.3,32.8,74.6,24.1,14.6,27.9,10.0,30.5,10.0,10.0,17.1,17.5,10.0,10.0,12.0,10.0,40.7,10.0,10.0,95.6,22.3,10.0,173.1,54.7,10.0,10.0,72.9,20.6,10.0,10.0,12.9,10.0,17.1,10.0,66.6,10.0,10.0,27.5,10.2,10.0,10.0,19.6,35.8,10.0,12.3,68.1,10.0,10.0,19.7,99.2,10.0,16.3,10.0,10.0,10.0,10.0,41.4,44.2,39.1,15.9,10.0,26.3,45.4,10.0,55.7,144.9
0,142.43,10.0,10.0,10.0,10.0,16.89,202.18,48.76,67.03,14.37,557.35,19.72,391.92,40.5,10.0,59.43,23.51,100.76,28.06,30.24,20.09,30.42,10.0,33.95,36.61,45.78,1149.7,57.06,10.0,10.66,23.47,10.0,28.53,56.84,39.74,26.09,103.17,39.63,34.13,392.25,10.0,50.95,76.13,45.93,391.52,446.29,32.06,100.36,16.56,10.0,12.45,15.65,43.05,73.69,88.21,29.62,64.16,27.37,10.0,34.61,33.48,65.5,172.45,50.0,63.25,33.7,33.22,23.65,292.8,10.0,264.27,20.27,69.76,10.0,31.11,39.08,50.26,29.66,26.89,10.0,72.93,10.0,21.11,20.05,56.91,203.31,26.49,43.16,36.72,873.04,10.0,12.12,25.84,186.65,18.92,19.43,10.99,128.49,56.91,11.86,34.9,19.72,32.13,22.09,17.87,1081.3,61.17,11.43,24.38,10.0,83.26,19.51,10.77,169.62,51.6,55.6,16.27,10.0,10.0,14.59,16.38,12.59,10.0,18.56,132.75,377.08,10.01,81.77,147.31,28.17,10.0,10.0,102.91,14.74,40.9,42.54,16.67,24.45,10.66,437.19,146.47,72.82,79.08,113.5,271.98,38.25,45.74,10.0,15.47,10.0,63.25,10.0,489.38,15.14,10.0,20.71,124.82,10.0,10.0,31.01,12.56,90.83,149.86,93.74,15.61,31.73,1247.1,33.7,74.78,21.8,20.23,317.94,33.48,61.06,24.82,22.6,40.61,27.29,10.0,11.39,1010.0,10.0,25.87,171.91,132.68,552.08,10.0,21.76,10.81,10.0,11.35,88.9,10.0,35.95,17.25,53.49,269.62,10.0,29.84,10.0,586.9,18.09,127.55,86.57,30.68,20.45,21.83,27.37,131.41,10.0,163.87,46.36,11.72,11.72,775.15,18.92,25.22,38.25,10.0,212.96,10.0,20.85,42.14,10.0,20.74,27.88,11.43,88.17,704.88,872.89,98.18,10.0,30.28,18.2,10.0,28.42,20.49,377.66,72.13,35.37,50.36,28.24,11.28,184.79,168.96,10.0,13.87,47.74,727.59,10.0,10.0,111.21,10.0,24.09,26.31,23.91,54.22,13.21,23.8,11.1,85.88,10.0,48.25,39.19,17.69,52.15,138.43,59.86,28.49,660.7,41.63,11.35,21.73,11.9,51.71,109.72,35.92,34.83,10.0,10.0,39.45,29.19,48.0,24.86,112.19,73.36,33.88,34.32,10.37,19.8,822.64,390.58
0,858.43,72.15,88.35,35.31,19.99,15.16,35.55,25.07,56.03,23.3,149.53,10.0,80.37,10.0,39.5,10.0,23.22,10.0,10.0,118.98,220.23,10.0,10.0,20.31,44.34,116.08,258.36,12.33,513.33,141.07,240.22,35.71,16.53,41.19,11.21,10.0,261.42,10.0,12.98,14.59,286.57,48.53,10.0,33.86,84.88,44.01,27.09,39.82,39.66,10.48,84.32,47.24,10.0,10.0,10.0,127.61,30.23,10.0,43.29,10.0,281.57,10.0,63.76,10.0,27.33,10.0,22.01,10.0,23.54,86.74,140.1,70.05,118.42,10.0,27.25,19.83,11.93,63.28,141.96,19.19,49.66,10.0,10.0,331.07,17.01,84.64,35.07,21.2,11.45,664.8,18.54,10.0,10.0,25.39,14.59,205.72,48.77,25.39,23.38,49.98,25.07,17.41,10.0,10.0,310.27,10.0,10.0,83.43,110.36,70.78,10.0,108.82,36.52,1065.4,50.14,47.8,10.0,10.0,35.55,10.0,12.66,211.04,10.0,10.0,210.64,28.46,10.0,11.53,52.88,36.52,48.77,10.0,22.49,186.37,38.05,12.98,46.59,10.0,53.28,75.29,179.36,348.48,10.64,10.0,71.58,10.0,30.23,121.72,10.0,534.13,10.0,10.0,68.36,50.54,18.78,29.26,34.99,34.58,14.83,10.0,10.0,721.55,94.32,942.1,10.0,10.0,104.71,14.51,35.07,11.93,163.8,27.89,21.2,48.45,10.0,26.04,35.79,81.9,1013.4,10.0,72.15,48.85,10.0,23.7,29.42,10.0,52.72,66.83,35.87,80.85,72.95,14.11,63.84,39.42,54.98,136.55,10.0,84.96,157.27,138.49,79.48,78.6,10.08,208.62,10.0,474.72,27.57,75.86,10.0,10.0,26.04,10.0,25.72,84.88,46.67,29.83,10.0,150.26,67.79,12.17,77.47,10.0,71.34,118.34,115.68,32.65,47.64,14.67,100.52,43.37,76.5,51.03,36.6,89.24,114.71,93.43,370.73,19.02,18.3,10.0,40.39,103.34,229.34,17.73,10.0,60.06,538.08,13.06,81.66,14.43,157.43,50.14,111.32,10.0,15.4,10.0,44.58,10.0,36.03,10.0,426.75,129.38,33.7,633.92,52.56,10.0,10.0,28.86,179.52,15.64,10.0,137.6,71.42,10.0,56.91,31.52,10.0,10.0,153.97,14.27,40.47,105.76,39.82,135.75,151.31,10.88,10.0,10.0,49.66,88.51,187.9,106.16
